,date,time,ticket_number,article,Quantity,unit_price
305638,2022-02-13,09:37,232754.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305641,2022-02-13,09:37,232755.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305644,2022-02-13,09:38,232756.0,BOULE 400G,1.0,"1,60 €"
305645,2022-02-13,09:38,232756.0,COUPE,1.0,"0,15 €"
305646,2022-02-13,09:38,232756.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
305647,2022-02-13,09:38,232756.0,BAGUETTE,1.0,"0,95 €"
305648,2022-02-13,09:38,232756.0,CROISSANT,2.0,"1,15 €"
305651,2022-02-13,09:39,232757.0,CROISSANT,2.0,"1,15 €"
305652,2022-02-13,09:39,232757.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
305653,2022-02-13,09:39,232757.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305656,2022-02-13,09:43,232758.0,BOULE 200G,1.0,"1,15 €"
305657,2022-02-13,09:43,232758.0,COUPE,1.0,"0,15 €"
305658,2022-02-13,09:43,232758.0,BAGUETTE,1.0,"0,95 €"
305661,2022-02-13,09:44,232759.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305662,2022-02-13,09:44,232759.0,CROISSANT,2.0,"1,15 €"
305665,2022-02-13,09:48,232760.0,BANETTE,1.0,"1,10 €"
305666,2022-02-13,09:48,232760.0,ECLAIR,1.0,"2,10 €"
305667,2022-02-13,09:48,232760.0,ROYAL,1.0,"3,00 €"
305668,2022-02-13,09:48,232760.0,NOIX JAPONAISE,1.0,"2,20 €"
305669,2022-02-13,09:48,232760.0,MILLES FEUILLES,1.0,"2,20 €"
305672,2022-02-13,09:50,232761.0,COUPE,1.0,"0,15 €"
305673,2022-02-13,09:50,232761.0,COMPLET,1.0,"1,80 €"
305674,2022-02-13,09:50,232761.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305677,2022-02-13,09:50,232762.0,BAGUETTE,1.0,"0,95 €"
305680,2022-02-13,09:50,232763.0,CEREAL BAGUETTE,2.0,"1,30 €"
305683,2022-02-13,09:51,232764.0,BANETTE,1.0,"1,10 €"
305686,2022-02-13,09:55,232765.0,BOULE 400G,1.0,"1,60 €"
305687,2022-02-13,09:55,232765.0,BANETTE,5.0,"1,10 €"
305690,2022-02-13,09:55,232766.0,CROISSANT,2.0,"1,15 €"
305691,2022-02-13,09:55,232766.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305694,2022-02-13,09:56,232767.0,VIK BREAD,1.0,"2,60 €"
305695,2022-02-13,09:56,232767.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305696,2022-02-13,09:56,232767.0,COUPE,1.0,"0,15 €"
305697,2022-02-13,09:56,232767.0,SACHET VIENNOISERIE,1.0,"4,00 €"
305700,2022-02-13,09:59,232768.0,BOULE 400G,2.0,"1,60 €"
305701,2022-02-13,09:59,232768.0,COUPE,2.0,"0,15 €"
305702,2022-02-13,09:59,232768.0,TARTELETTE,1.0,"2,10 €"
305703,2022-02-13,09:59,232768.0,MILLES FEUILLES,1.0,"2,20 €"
305706,2022-02-13,10:00,232769.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305709,2022-02-13,10:00,232770.0,BAGUETTE,1.0,"0,95 €"
305712,2022-02-13,10:00,232771.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305715,2022-02-13,10:01,232772.0,COUPE,1.0,"0,15 €"
305716,2022-02-13,10:01,232772.0,SPECIAL BREAD,1.0,"2,50 €"
305717,2022-02-13,10:01,232772.0,BOTTEREAU,10.0,"0,50 €"
305718,2022-02-13,10:01,232772.0,SAVARIN,2.0,"2,20 €"
305721,2022-02-13,10:02,232773.0,SPECIAL BREAD,1.0,"2,50 €"
305722,2022-02-13,10:02,232773.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305725,2022-02-13,10:03,232774.0,BOULE POLKA,1.0,"1,70 €"
305726,2022-02-13,10:03,232774.0,COUPE,1.0,"0,15 €"
305729,2022-02-13,10:04,232775.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305732,2022-02-13,10:04,232776.0,BANETTE,1.0,"1,10 €"
305735,2022-02-13,10:05,232777.0,MILLES FEUILLES,1.0,"2,20 €"
305736,2022-02-13,10:05,232777.0,BANETTE,1.0,"1,10 €"
305737,2022-02-13,10:05,232777.0,COMPLET,1.0,"1,80 €"
305738,2022-02-13,10:05,232777.0,COUPE,1.0,"0,15 €"
305739,2022-02-13,10:05,232777.0,NOIX JAPONAISE,1.0,"2,20 €"
305742,2022-02-13,10:06,232778.0,TRAITEUR,1.0,"4,90 €"
305743,2022-02-13,10:06,232778.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305746,2022-02-13,10:07,232779.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305749,2022-02-13,10:07,232780.0,TARTELETTE,2.0,"2,10 €"
305750,2022-02-13,10:07,232780.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
305753,2022-02-13,10:09,232781.0,TARTELETTE,2.0,"2,10 €"
305754,2022-02-13,10:09,232781.0,TRADITIONAL BAGUETTE,6.0,"1,25 €"
305755,2022-02-13,10:09,232781.0,SACHET VIENNOISERIE,1.0,"4,00 €"
305758,2022-02-13,10:10,232782.0,PAIN S/SEL,2.0,"1,60 €"
305759,2022-02-13,10:10,232782.0,COUPE,2.0,"0,15 €"
305762,2022-02-13,10:11,232783.0,CAMPAGNE,1.0,"1,90 €"
305763,2022-02-13,10:11,232783.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305764,2022-02-13,10:11,232783.0,COUPE,1.0,"0,15 €"
305767,2022-02-13,10:14,232784.0,ECLAIR,12.0,"2,10 €"
305768,2022-02-13,10:14,232784.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305771,2022-02-13,10:15,232785.0,BAGUETTE,1.0,"0,95 €"
305772,2022-02-13,10:15,232785.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305775,2022-02-13,10:16,232786.0,SEIGLE,1.0,"1,90 €"
305776,2022-02-13,10:16,232786.0,COUPE,1.0,"0,15 €"
305777,2022-02-13,10:16,232786.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305780,2022-02-13,10:16,232787.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305781,2022-02-13,10:16,232787.0,SPECIAL BREAD,1.0,"2,50 €"
305784,2022-02-13,10:17,232788.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305787,2022-02-13,10:17,232789.0,BOULE 400G,2.0,"1,60 €"
305788,2022-02-13,10:17,232789.0,COUPE,2.0,"0,15 €"
305791,2022-02-13,10:19,232790.0,SAVARIN,2.0,"2,20 €"
305794,2022-02-13,10:21,232791.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305797,2022-02-13,10:24,232792.0,FLAN ABRICOT,2.0,"2,20 €"
305800,2022-02-13,10:25,232793.0,BOTTEREAU,6.0,"0,50 €"
305801,2022-02-13,10:25,232793.0,CEREAL BAGUETTE,1.0,"1,30 €"
305804,2022-02-13,10:25,232794.0,BANETTE,3.0,"1,10 €"
305807,2022-02-13,10:26,232795.0,BAGUETTE,1.0,"0,95 €"
305808,2022-02-13,10:26,232795.0,DEMI BAGUETTE,1.0,"0,50 €"
305811,2022-02-13,10:27,232796.0,BAGUETTE,1.0,"0,95 €"
305812,2022-02-13,10:27,232796.0,PT NANTAIS,1.0,"3,50 €"
305813,2022-02-13,10:27,232796.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305816,2022-02-13,10:28,232797.0,FLAN,1.0,"2,10 €"
305817,2022-02-13,10:28,232797.0,BAGUETTE,5.0,"0,95 €"
305818,2022-02-13,10:28,232797.0,SAVARIN,1.0,"2,20 €"
305821,2022-02-13,10:30,232798.0,BOULE 400G,1.0,"1,60 €"
305822,2022-02-13,10:30,232798.0,COUPE,1.0,"0,15 €"
305823,2022-02-13,10:30,232798.0,FICELLE,1.0,"0,65 €"
305824,2022-02-13,10:30,232798.0,TRADITIONAL BAGUETTE,4.0,"1,25 €"
305827,2022-02-13,10:33,232799.0,BOTTEREAU,10.0,"0,50 €"
305828,2022-02-13,10:33,232799.0,COUPE,2.0,"0,15 €"
305829,2022-02-13,10:33,232799.0,BOULE 200G,2.0,"1,15 €"
305832,2022-02-13,10:33,232800.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305835,2022-02-13,10:34,232801.0,COUPE,1.0,"0,15 €"
305836,2022-02-13,10:34,232801.0,CAMPAGNE,1.0,"1,90 €"
305837,2022-02-13,10:34,232801.0,FINANCIER X5,2.0,"3,50 €"
305838,2022-02-13,10:34,232801.0,TARTELETTE,2.0,"2,10 €"
305841,2022-02-13,10:36,232802.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305844,2022-02-13,10:38,232803.0,PAIN BANETTE,1.0,"1,50 €"
305845,2022-02-13,10:38,232803.0,COUPE,4.0,"0,15 €"
305846,2022-02-13,10:38,232803.0,CAMPAGNE,4.0,"1,90 €"
305849,2022-02-13,10:38,232804.0,BANETTE,3.0,"1,10 €"
305850,2022-02-13,10:38,232804.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305853,2022-02-13,10:39,232805.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
305856,2022-02-13,10:40,232806.0,MOISSON,1.0,"2,10 €"
305857,2022-02-13,10:40,232806.0,COUPE,1.0,"0,15 €"
305860,2022-02-13,10:41,232807.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
305863,2022-02-13,10:42,232808.0,FLAN,1.0,"2,10 €"
305864,2022-02-13,10:42,232808.0,CAMPAGNE,1.0,"1,90 €"
305865,2022-02-13,10:42,232808.0,FLAN,1.0,"2,10 €"
305866,2022-02-13,10:42,232808.0,COUPE,1.0,"0,15 €"
305869,2022-02-13,10:44,232809.0,CEREAL BAGUETTE,2.0,"1,30 €"
305870,2022-02-13,10:44,232809.0,TARTELETTE,2.0,"2,10 €"
305871,2022-02-13,10:44,232809.0,FLAN,1.0,"2,10 €"
305874,2022-02-13,10:44,232810.0,COUPE,2.0,"0,15 €"
305875,2022-02-13,10:44,232810.0,FICELLE,1.0,"0,65 €"
305876,2022-02-13,10:44,232810.0,BOULE 200G,2.0,"1,15 €"
305879,2022-02-13,10:45,232811.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305882,2022-02-13,10:46,232812.0,QUIM BREAD,1.0,"1,10 €"
305883,2022-02-13,10:46,232812.0,CROISSANT AMANDES,1.0,"1,50 €"
305884,2022-02-13,10:46,232812.0,COUPE,1.0,"0,15 €"
305885,2022-02-13,10:46,232812.0,COMPLET,1.0,"1,80 €"
305888,2022-02-13,10:47,232813.0,TARTE FRUITS 4P,1.0,"10,00 €"
305889,2022-02-13,10:47,232813.0,COUPE,1.0,"0,15 €"
305890,2022-02-13,10:47,232813.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305891,2022-02-13,10:47,232813.0,SPECIAL BREAD,1.0,"2,50 €"
305894,2022-02-13,10:48,232814.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305895,2022-02-13,10:48,232814.0,BANETTINE,1.0,"0,65 €"
305898,2022-02-13,10:49,232815.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305901,2022-02-13,10:49,232816.0,COMPLET,1.0,"1,80 €"
305902,2022-02-13,10:49,232816.0,VIK BREAD,1.0,"2,60 €"
305905,2022-02-13,10:49,232817.0,COMPLET,-1.0,"1,80 €"
305906,2022-02-13,10:49,232817.0,VIK BREAD,-1.0,"2,60 €"
305909,2022-02-13,10:49,232818.0,COMPLET,1.0,"1,80 €"
305910,2022-02-13,10:49,232818.0,COUPE,1.0,"0,15 €"
305913,2022-02-13,10:50,232819.0,CROISSANT,1.0,"1,15 €"
305916,2022-02-13,10:51,232820.0,VIK BREAD,1.0,"2,60 €"
305917,2022-02-13,10:51,232820.0,SPECIAL BREAD,1.0,"2,50 €"
305918,2022-02-13,10:51,232820.0,CROISSANT,2.0,"1,15 €"
305921,2022-02-13,10:52,232821.0,BANETTE,3.0,"1,10 €"
305922,2022-02-13,10:52,232821.0,SPECIAL BREAD,1.0,"2,50 €"
305923,2022-02-13,10:52,232821.0,COMPLET,1.0,"1,80 €"
305926,2022-02-13,10:54,232822.0,CEREAL BAGUETTE,4.0,"1,30 €"
305927,2022-02-13,10:54,232822.0,CHAUSSON AUX POMMES,1.0,"1,50 €"
305928,2022-02-13,10:54,232822.0,ECLAIR,4.0,"2,10 €"
305929,2022-02-13,10:54,232822.0,BOTTEREAU,4.0,"0,50 €"
305930,2022-02-13,10:54,232822.0,DIVERS VIENNOISERIE,1.0,"1,00 €"
305933,2022-02-13,10:55,232823.0,PAIN AUX RAISINS,2.0,"1,50 €"
305934,2022-02-13,10:55,232823.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305935,2022-02-13,10:55,232823.0,PAIN CHOCO AMANDES,2.0,"1,60 €"
305938,2022-02-13,10:55,232824.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305939,2022-02-13,10:55,232824.0,CROISSANT,2.0,"1,15 €"
305942,2022-02-13,10:57,232825.0,SPECIAL BREAD,1.0,"2,50 €"
305943,2022-02-13,10:57,232825.0,FINANCIER X5,1.0,"3,50 €"
305944,2022-02-13,10:57,232825.0,COUPE,1.0,"0,15 €"
305947,2022-02-13,10:58,232826.0,PARIS BREST,1.0,"2,20 €"
305948,2022-02-13,10:58,232826.0,BOULE 400G,1.0,"1,60 €"
305949,2022-02-13,10:58,232826.0,COUPE,1.0,"0,15 €"
305952,2022-02-13,11:00,232827.0,COUPE,1.0,"0,15 €"
305953,2022-02-13,11:00,232827.0,BANETTE,1.0,"1,10 €"
305954,2022-02-13,11:00,232827.0,SPECIAL BREAD KG,1.0,"5,00 €"
305957,2022-02-13,11:02,232828.0,COUPE,1.0,"0,15 €"
305958,2022-02-13,11:02,232828.0,TARTE FINE,1.0,"7,00 €"
305959,2022-02-13,11:02,232828.0,BOULE 400G,1.0,"1,60 €"
305960,2022-02-13,11:02,232828.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305963,2022-02-13,11:05,232829.0,CEREAL BAGUETTE,1.0,"1,30 €"
305964,2022-02-13,11:05,232829.0,COUPE,1.0,"0,15 €"
305965,2022-02-13,11:05,232829.0,CAMPAGNE,1.0,"1,90 €"
305968,2022-02-13,11:05,232830.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305971,2022-02-13,11:06,232831.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305974,2022-02-13,11:06,232832.0,BAGUETTE,3.0,"0,95 €"
305977,2022-02-13,11:07,232833.0,BANETTE,2.0,"1,10 €"
305980,2022-02-13,11:07,232834.0,BAGUETTE,2.0,"0,95 €"
305981,2022-02-13,11:07,232834.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
305984,2022-02-13,11:08,232835.0,CROISSANT,2.0,"1,15 €"
305985,2022-02-13,11:08,232835.0,TRADITIONAL BAGUETTE,4.0,"1,25 €"
305986,2022-02-13,11:08,232835.0,VIK BREAD,1.0,"2,60 €"
305987,2022-02-13,11:08,232835.0,PAIN AU CHOCOLAT,2.0,"1,25 €"
305990,2022-02-13,11:10,232836.0,SEIGLE,2.0,"1,90 €"
305991,2022-02-13,11:10,232836.0,COUPE,2.0,"0,15 €"
305992,2022-02-13,11:10,232836.0,TRADITIONAL BAGUETTE,5.0,"1,25 €"
305995,2022-02-13,11:11,232837.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
305998,2022-02-13,11:11,232838.0,TRADITIONAL BAGUETTE,4.0,"1,25 €"
306001,2022-02-13,11:12,232839.0,BAGUETTE GRAINE,1.0,"1,35 €"
306004,2022-02-13,11:12,232840.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306007,2022-02-13,11:12,232841.0,TRADITIONAL BAGUETTE,4.0,"1,25 €"
306010,2022-02-13,11:14,232842.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306011,2022-02-13,11:14,232842.0,KOUIGN AMANN,3.0,"2,20 €"
306014,2022-02-13,11:14,232843.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306017,2022-02-13,11:15,232844.0,BAGUETTE,1.0,"0,95 €"
306020,2022-02-13,11:15,232845.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306023,2022-02-13,11:15,232846.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306026,2022-02-13,11:16,232847.0,COUPE,1.0,"0,15 €"
306027,2022-02-13,11:16,232847.0,CAMPAGNE,1.0,"1,90 €"
306028,2022-02-13,11:16,232847.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306029,2022-02-13,11:16,232847.0,BAGUETTE GRAINE,1.0,"1,35 €"
306032,2022-02-13,11:18,232848.0,PAIN AU CHOCOLAT,3.0,"1,25 €"
306035,2022-02-13,11:19,232849.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306038,2022-02-13,11:20,232850.0,GRAND FAR BRETON,1.0,"7,50 €"
306039,2022-02-13,11:20,232850.0,GD KOUIGN AMANN,1.0,"8,00 €"
306042,2022-02-13,11:22,232851.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306045,2022-02-13,11:23,232852.0,BANETTINE,1.0,"0,65 €"
306046,2022-02-13,11:23,232852.0,BAGUETTE GRAINE,1.0,"1,35 €"
306049,2022-02-13,11:23,232853.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306050,2022-02-13,11:23,232853.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306051,2022-02-13,11:23,232853.0,BAGUETTE,1.0,"0,95 €"
306054,2022-02-13,11:24,232854.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306057,2022-02-13,11:25,232855.0,BAGUETTE,1.0,"0,95 €"
306060,2022-02-13,11:28,232856.0,COUPE,1.0,"0,15 €"
306061,2022-02-13,11:28,232856.0,BANETTINE,1.0,"0,65 €"
306062,2022-02-13,11:28,232856.0,MOISSON,1.0,"2,10 €"
306063,2022-02-13,11:28,232856.0,ROYAL,1.0,"3,00 €"
306066,2022-02-13,11:29,232857.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306069,2022-02-13,11:31,232858.0,BAGUETTE,1.0,"0,95 €"
306072,2022-02-13,11:31,232859.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306075,2022-02-13,11:32,232860.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306078,2022-02-13,11:32,232861.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306081,2022-02-13,11:33,232862.0,BAGUETTE,2.0,"0,95 €"
306084,2022-02-13,11:33,232863.0,BAGUETTE,1.0,"0,95 €"
306087,2022-02-13,11:34,232864.0,BANETTE,1.0,"1,10 €"
306088,2022-02-13,11:34,232864.0,BAGUETTE GRAINE,1.0,"1,35 €"
306091,2022-02-13,11:34,232865.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306094,2022-02-13,11:34,232866.0,SPECIAL BREAD,1.0,"2,50 €"
306095,2022-02-13,11:34,232866.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306098,2022-02-13,11:35,232867.0,CEREAL BAGUETTE,4.0,"1,30 €"
306101,2022-02-13,11:36,232868.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306104,2022-02-13,11:37,232869.0,BAGUETTE,1.0,"0,95 €"
306107,2022-02-13,11:37,232870.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306110,2022-02-13,11:37,232871.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306113,2022-02-13,11:38,232872.0,BANETTE,1.0,"1,10 €"
306116,2022-02-13,11:39,232873.0,COOKIE,4.0,"1,10 €"
306119,2022-02-13,11:40,232874.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306122,2022-02-13,11:41,232875.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306125,2022-02-13,11:48,232876.0,SAND JB EMMENTAL,1.0,"3,50 €"
306126,2022-02-13,11:48,232876.0,CAFE OU EAU,1.0,"1,00 €"
306127,2022-02-13,11:48,232876.0,FORMULE SANDWICH,1.0,"6,50 €"
306130,2022-02-13,11:49,232877.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306133,2022-02-13,11:50,232878.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306134,2022-02-13,11:50,232878.0,COUPE,1.0,"0,15 €"
306135,2022-02-13,11:50,232878.0,MOISSON,1.0,"2,10 €"
306138,2022-02-13,11:51,232879.0,TARTE FRUITS 6P,1.0,"14,00 €"
306139,2022-02-13,11:51,232879.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306142,2022-02-13,11:52,232880.0,TROPEZIENNE,2.0,"2,10 €"
306145,2022-02-13,11:52,232881.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306148,2022-02-13,11:54,232882.0,CROISSANT,3.0,"1,15 €"
306149,2022-02-13,11:54,232882.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306152,2022-02-13,11:56,232883.0,ROYAL,1.0,"3,00 €"
306155,2022-02-13,11:57,232884.0,BAGUETTE,2.0,"0,95 €"
306156,2022-02-13,11:57,232884.0,CEREAL BAGUETTE,1.0,"1,30 €"
306159,2022-02-13,11:58,232885.0,CEREAL BAGUETTE,2.0,"1,30 €"
306162,2022-02-13,11:59,232886.0,BANETTE,1.0,"1,10 €"
306163,2022-02-13,11:59,232886.0,FINANCIER X5,1.0,"3,50 €"
306164,2022-02-13,11:59,232886.0,TARTELETTE,2.0,"2,10 €"
306167,2022-02-13,12:00,232887.0,BOTTEREAU,3.0,"0,50 €"
306168,2022-02-13,12:00,232887.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306171,2022-02-13,12:02,232888.0,BAGUETTE,2.0,"0,95 €"
306174,2022-02-13,12:05,232889.0,FINANCIER X5,1.0,"3,50 €"
306175,2022-02-13,12:05,232889.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306178,2022-02-13,12:06,232890.0,SPECIAL BREAD,1.0,"2,50 €"
306179,2022-02-13,12:06,232890.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306182,2022-02-13,12:07,232891.0,SPECIAL BREAD,1.0,"2,50 €"
306185,2022-02-13,12:08,232892.0,SPECIAL BREAD,1.0,"2,50 €"
306186,2022-02-13,12:08,232892.0,COUPE,1.0,"0,15 €"
306189,2022-02-13,12:09,232893.0,FINANCIER X5,1.0,"3,50 €"
306190,2022-02-13,12:09,232893.0,TARTELETTE,2.0,"2,10 €"
306191,2022-02-13,12:09,232893.0,FLAN ABRICOT,1.0,"2,20 €"
306194,2022-02-13,12:11,232894.0,BOULE 400G,1.0,"1,60 €"
306195,2022-02-13,12:11,232894.0,COUPE,1.0,"0,15 €"
306198,2022-02-13,12:12,232895.0,TARTE FRUITS 4P,1.0,"10,00 €"
306199,2022-02-13,12:12,232895.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306202,2022-02-13,12:12,232896.0,BAGUETTE GRAINE,1.0,"1,35 €"
306203,2022-02-13,12:12,232896.0,BAGUETTE,2.0,"0,95 €"
306208,2022-02-13,12:16,232898.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306209,2022-02-13,12:16,232898.0,BAGUETTE,2.0,"0,95 €"
306212,2022-02-13,12:17,232899.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306213,2022-02-13,12:17,232899.0,BAGUETTE,1.0,"0,95 €"
306216,2022-02-13,12:18,232900.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306217,2022-02-13,12:18,232900.0,BOULE 400G,1.0,"1,60 €"
306220,2022-02-13,12:18,232901.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306223,2022-02-13,12:19,232902.0,COUPE,1.0,"0,15 €"
306224,2022-02-13,12:19,232902.0,CAMPAGNE,1.0,"1,90 €"
306225,2022-02-13,12:19,232902.0,BRIOCHE,1.0,"6,00 €"
306228,2022-02-13,12:19,232903.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306229,2022-02-13,12:19,232903.0,BAGUETTE GRAINE,1.0,"1,35 €"
306232,2022-02-13,12:20,232904.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306233,2022-02-13,12:20,232904.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
306236,2022-02-13,12:20,232905.0,TRADITIONAL BAGUETTE,-1.0,"1,25 €"
306237,2022-02-13,12:20,232905.0,PAIN AU CHOCOLAT,-1.0,"1,25 €"
306240,2022-02-13,12:20,232906.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
306241,2022-02-13,12:20,232906.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306244,2022-02-13,12:21,232907.0,MOISSON,2.0,"2,10 €"
306247,2022-02-13,12:22,232908.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306250,2022-02-13,12:22,232909.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306251,2022-02-13,12:22,232909.0,BANETTE,1.0,"1,10 €"
306254,2022-02-13,12:23,232910.0,BANETTE,2.0,"1,10 €"
306255,2022-02-13,12:23,232910.0,TARTELETTE,2.0,"2,10 €"
306258,2022-02-13,12:25,232911.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306261,2022-02-13,12:27,232912.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306264,2022-02-13,12:28,232913.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306267,2022-02-13,12:32,232914.0,BAGUETTE GRAINE,1.0,"1,35 €"
306268,2022-02-13,12:32,232914.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306271,2022-02-13,12:33,232915.0,COMPLET,1.0,"1,80 €"
306272,2022-02-13,12:33,232915.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306273,2022-02-13,12:33,232915.0,COUPE,1.0,"0,15 €"
306276,2022-02-13,12:35,232916.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306279,2022-02-13,12:38,232917.0,BAGUETTE GRAINE,1.0,"1,35 €"
306280,2022-02-13,12:38,232917.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306283,2022-02-13,12:40,232918.0,BANETTINE,1.0,"0,65 €"
306286,2022-02-13,12:43,232919.0,CAMPAGNE,1.0,"1,90 €"
306287,2022-02-13,12:43,232919.0,COUPE,1.0,"0,15 €"
306290,2022-02-13,12:44,232920.0,QUIM BREAD,1.0,"1,10 €"
306291,2022-02-13,12:44,232920.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306294,2022-02-13,12:45,232921.0,TARTELETTE,1.0,"2,10 €"
306295,2022-02-13,12:45,232921.0,BANETTINE,1.0,"0,65 €"
306298,2022-02-13,12:49,232922.0,COUPE,1.0,"0,15 €"
306299,2022-02-13,12:49,232922.0,VIK BREAD,1.0,"2,60 €"
306300,2022-02-13,12:49,232922.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306303,2022-02-13,12:51,232923.0,FICELLE,1.0,"0,65 €"
306304,2022-02-13,12:51,232923.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306307,2022-02-13,12:59,232924.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306312,2022-02-14,07:47,232926.0,PAIN,8.0,"1,25 €"
306315,2022-02-14,08:13,232927.0,BANETTINE,2.0,"0,65 €"
306316,2022-02-14,08:13,232927.0,BRIOCHE,1.0,"6,00 €"
306319,2022-02-14,08:14,232928.0,CAMPAGNE,1.0,"1,90 €"
306322,2022-02-14,08:22,232929.0,COUPE,1.0,"0,15 €"
306323,2022-02-14,08:22,232929.0,COMPLET,1.0,"1,80 €"
