forecast_line_id,forecast_date,outlet_id,outlet_name,outlet_type,sku_id,sku_name,sku_category,daypart,predicted_p10_rounded,predicted_p50_rounded,predicted_p90_rounded,recommended_prep_qty,decision_posture,recommended_expected_cost,recommended_expected_waste_units,recommended_expected_stockout_units,cost_saving_vs_p50_prep,cost_saving_vs_p90_prep,weather_condition,rain_mm,temperature,reason_tags_text,decision_explanation,model_version,selected_model_name
fcst_100,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure","For Ham & Cheese Sandwich at Mid Valley Mall during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_101,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,9,17,27,16,below_p50_cost_control,35.775,1.75,3.25,1.3500000000000014,20.92500000000001,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Ham & Cheese Sandwich at Mid Valley Mall during midday, forecast demand range is 9–27 units with median 17. Recommended prep is 16 units. Expected waste is about 1.8 units and expected stockout is about 3.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_102,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,0,4,10,4,near_p50_balanced,17.549999999999997,1.0,1.5,0.0,22.95000000000001,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Ham & Cheese Sandwich at Mid Valley Mall during morning, forecast demand range is 0–10 units with median 4. Recommended prep is 4 units. Expected waste is about 1.0 units and expected stockout is about 1.5 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_103,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,pain_au_chocolat,Pain au Chocolat,Pastry,evening,5,7,18,10,above_p50_service_protection,20.240000000000002,2.75,2.0,0.0,17.6,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at Mid Valley Mall during evening, forecast demand range is 5–18 units with median 7. Recommended prep is 10 units. Expected waste is about 2.8 units and expected stockout is about 2.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_104,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,pain_au_chocolat,Pain au Chocolat,Pastry,midday,0,5,11,10,above_p50_service_protection,18.92,5.0,0.25,0.0,15.400000000000006,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at Mid Valley Mall during midday, forecast demand range is 0–11 units with median 5. Recommended prep is 10 units. Expected waste is about 5.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_105,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,pain_au_chocolat,Pain au Chocolat,Pastry,morning,16,38,58,40,above_p50_service_protection,48.400000000000006,7.0,4.5,0.0,30.80000000000001,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at Mid Valley Mall during morning, forecast demand range is 16–58 units with median 38. Recommended prep is 40 units. Expected waste is about 7.0 units and expected stockout is about 4.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_106,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,traditional_baguette,Traditional Baguette,Bread,evening,20,55,90,60,above_p50_service_protection,33.25,12.5,7.5,0.0,15.750000000000007,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure,high_uncertainty","For Traditional Baguette at Mid Valley Mall during evening, forecast demand range is 20–90 units with median 55. Recommended prep is 60 units. Expected waste is about 12.5 units and expected stockout is about 7.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_107,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,traditional_baguette,Traditional Baguette,Bread,midday,112,150,203,150,near_p50_balanced,41.125,9.5,13.25,0.0,37.625000000000014,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Traditional Baguette at Mid Valley Mall during midday, forecast demand range is 112–203 units with median 150. Recommended prep is 150 units. Expected waste is about 9.5 units and expected stockout is about 13.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_108,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,traditional_baguette,Traditional Baguette,Bread,morning,153,186,237,190,above_p50_service_protection,40.425,11.25,11.75,0.0,28.875,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure","For Traditional Baguette at Mid Valley Mall during morning, forecast demand range is 153–237 units with median 186. Recommended prep is 190 units. Expected waste is about 11.2 units and expected stockout is about 11.8 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_109,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,blueberry_muffin,Blueberry Muffin,Dessert,evening,1,2,3,6,high_service_p90_prep,12.0,4.0,0.0,0.0,0.0,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure","For Blueberry Muffin at Mont Kiara Premium during evening, forecast demand range is 1–3 units with median 2. Recommended prep is 6 units. Expected waste is about 4.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_110,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,blueberry_muffin,Blueberry Muffin,Dessert,midday,0,3,5,6,high_service_p90_prep,9.75,3.25,0.0,0.0,0.0,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure","For Blueberry Muffin at Mont Kiara Premium during midday, forecast demand range is 0–5 units with median 3. Recommended prep is 6 units. Expected waste is about 3.2 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_111,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,blueberry_muffin,Blueberry Muffin,Dessert,morning,2,5,8,6,above_p50_service_protection,6.75,1.5,0.5,0.0,14.25,clear,0.0,28.4,weekend_pattern,"For Blueberry Muffin at Mont Kiara Premium during morning, forecast demand range is 2–8 units with median 5. Recommended prep is 6 units. Expected waste is about 1.5 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_112,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,brioche,Brioche,Pastry,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,28.4,weekend_pattern,"For Brioche at Mont Kiara Premium during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_113,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,brioche,Brioche,Pastry,midday,0,0,1,0,conservative_low_prep,1.0499999999999998,0.0,0.25,0.0,15.05,clear,0.0,28.4,weekend_pattern,"For Brioche at Mont Kiara Premium during midday, forecast demand range is 0–1 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_114,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,brioche,Brioche,Pastry,morning,1,2,4,6,high_service_p90_prep,10.500000000000002,3.75,0.0,0.0,0.0,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure","For Brioche at Mont Kiara Premium during morning, forecast demand range is 1–4 units with median 2. Recommended prep is 6 units. Expected waste is about 3.8 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_115,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,brownie,Brownie,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,28.4,weekend_pattern,"For Brownie at Mont Kiara Premium during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_116,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,brownie,Brownie,Dessert,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,28.4,weekend_pattern,"For Brownie at Mont Kiara Premium during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_117,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,brownie,Brownie,Dessert,morning,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,28.4,weekend_pattern,"For Brownie at Mont Kiara Premium during morning, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_118,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,butter_croissant,Butter Croissant,Pastry,evening,5,8,18,10,above_p50_service_protection,17.85,2.25,2.0,0.0,17.000000000000007,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure,high_uncertainty","For Butter Croissant at Mont Kiara Premium during evening, forecast demand range is 5–18 units with median 8. Recommended prep is 10 units. Expected waste is about 2.2 units and expected stockout is about 2.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_119,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,butter_croissant,Butter Croissant,Pastry,midday,4,9,16,10,above_p50_service_protection,14.45,2.0,1.5,0.0,21.250000000000004,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Butter Croissant at Mont Kiara Premium during midday, forecast demand range is 4–16 units with median 9. Recommended prep is 10 units. Expected waste is about 2.0 units and expected stockout is about 1.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_120,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,butter_croissant,Butter Croissant,Pastry,morning,19,49,67,50,above_p50_service_protection,49.724999999999994,8.25,4.25,0.0,31.875000000000014,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Butter Croissant at Mont Kiara Premium during morning, forecast demand range is 19–67 units with median 49. Recommended prep is 50 units. Expected waste is about 8.2 units and expected stockout is about 4.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_121,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,cake_slice,Cake Slice,Dessert,evening,2,5,13,4,below_p50_cost_control,19.424999999999997,0.5,2.75,1.0500000000000043,21.525000000000006,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Cake Slice at Mont Kiara Premium during evening, forecast demand range is 2–13 units with median 5. Recommended prep is 4 units. Expected waste is about 0.5 units and expected stockout is about 2.8 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_122,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,cake_slice,Cake Slice,Dessert,midday,1,10,16,12,above_p50_service_protection,22.05,3.75,1.0,0.0,6.300000000000001,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure,high_uncertainty","For Cake Slice at Mont Kiara Premium during midday, forecast demand range is 1–16 units with median 10. Recommended prep is 12 units. Expected waste is about 3.8 units and expected stockout is about 1.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_123,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,cake_slice,Cake Slice,Dessert,morning,2,12,23,12,near_p50_balanced,27.825,2.5,2.75,0.0,21.525000000000002,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Cake Slice at Mont Kiara Premium during morning, forecast demand range is 2–23 units with median 12. Recommended prep is 12 units. Expected waste is about 2.5 units and expected stockout is about 2.8 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_124,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,chocolate_cookie,Chocolate Cookie,Dessert,evening,0,0,2,0,conservative_low_prep,1.5,0.0,0.5,0.0,21.5,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at Mont Kiara Premium during evening, forecast demand range is 0–2 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.5 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_125,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,chocolate_cookie,Chocolate Cookie,Dessert,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,28.4,weekend_pattern,"For Chocolate Cookie at Mont Kiara Premium during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_126,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,chocolate_cookie,Chocolate Cookie,Dessert,morning,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at Mont Kiara Premium during morning, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_127,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,0,3,11,6,above_p50_service_protection,12.675,3.0,1.25,0.0,7.474999999999998,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Coffee Bun / Sweet Bun at Mont Kiara Premium during evening, forecast demand range is 0–11 units with median 3. Recommended prep is 6 units. Expected waste is about 3.0 units and expected stockout is about 1.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_128,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,0,5,7,6,above_p50_service_protection,6.175,2.0,0.25,0.0,13.974999999999998,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure","For Coffee Bun / Sweet Bun at Mont Kiara Premium during midday, forecast demand range is 0–7 units with median 5. Recommended prep is 6 units. Expected waste is about 2.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_129,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,0,6,14,6,near_p50_balanced,11.7,1.5,2.0,0.0,18.200000000000006,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Coffee Bun / Sweet Bun at Mont Kiara Premium during morning, forecast demand range is 0–14 units with median 6. Recommended prep is 6 units. Expected waste is about 1.5 units and expected stockout is about 2.0 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_130,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,country_sourdough,Country Sourdough,Bread,evening,8,12,25,15,above_p50_service_protection,33.6,3.25,2.5,0.0,18.000000000000007,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Country Sourdough at Mont Kiara Premium during evening, forecast demand range is 8–25 units with median 12. Recommended prep is 15 units. Expected waste is about 3.2 units and expected stockout is about 2.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_131,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,country_sourdough,Country Sourdough,Bread,midday,12,22,33,25,above_p50_service_protection,37.2,4.75,2.0,0.0,24.000000000000007,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Country Sourdough at Mont Kiara Premium during midday, forecast demand range is 12–33 units with median 22. Recommended prep is 25 units. Expected waste is about 4.8 units and expected stockout is about 2.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_132,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,country_sourdough,Country Sourdough,Bread,morning,26,34,52,35,above_p50_service_protection,43.8,2.75,4.25,0.0,45.000000000000014,clear,0.0,28.4,"weekend_pattern,high_uncertainty","For Country Sourdough at Mont Kiara Premium during morning, forecast demand range is 26–52 units with median 34. Recommended prep is 35 units. Expected waste is about 2.8 units and expected stockout is about 4.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_133,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,fruit_tart,Fruit Tart,Dessert,evening,1,2,7,4,above_p50_service_protection,10.925,1.75,0.75,0.0,8.075,clear,0.0,28.4,weekend_pattern,"For Fruit Tart at Mont Kiara Premium during evening, forecast demand range is 1–7 units with median 2. Recommended prep is 4 units. Expected waste is about 1.8 units and expected stockout is about 0.8 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_134,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,fruit_tart,Fruit Tart,Dessert,midday,0,6,11,8,above_p50_service_protection,15.675,3.0,0.75,0.0,8.075,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Fruit Tart at Mont Kiara Premium during midday, forecast demand range is 0–11 units with median 6. Recommended prep is 8 units. Expected waste is about 3.0 units and expected stockout is about 0.8 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_135,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,fruit_tart,Fruit Tart,Dessert,morning,1,4,9,4,near_p50_balanced,9.975,0.75,1.25,0.0,18.525000000000006,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Fruit Tart at Mont Kiara Premium during morning, forecast demand range is 1–9 units with median 4. Recommended prep is 4 units. Expected waste is about 0.8 units and expected stockout is about 1.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_136,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure","For Ham & Cheese Sandwich at Mont Kiara Premium during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_137,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,6,13,21,12,below_p50_cost_control,30.375,1.5,2.75,1.3500000000000014,27.674999999999997,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Ham & Cheese Sandwich at Mont Kiara Premium during midday, forecast demand range is 6–21 units with median 13. Recommended prep is 12 units. Expected waste is about 1.5 units and expected stockout is about 2.8 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_138,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,0,4,9,4,near_p50_balanced,15.525,1.0,1.25,0.0,26.32500000000001,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Ham & Cheese Sandwich at Mont Kiara Premium during morning, forecast demand range is 0–9 units with median 4. Recommended prep is 4 units. Expected waste is about 1.0 units and expected stockout is about 1.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_139,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,pain_au_chocolat,Pain au Chocolat,Pastry,evening,8,10,22,10,near_p50_balanced,17.6,0.5,3.0,0.0,26.400000000000006,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at Mont Kiara Premium during evening, forecast demand range is 8–22 units with median 10. Recommended prep is 10 units. Expected waste is about 0.5 units and expected stockout is about 3.0 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_140,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,pain_au_chocolat,Pain au Chocolat,Pastry,midday,0,6,12,10,above_p50_service_protection,18.48,4.5,0.5,0.0,13.200000000000003,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at Mont Kiara Premium during midday, forecast demand range is 0–12 units with median 6. Recommended prep is 10 units. Expected waste is about 4.5 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_141,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,pain_au_chocolat,Pain au Chocolat,Pastry,morning,8,42,63,45,above_p50_service_protection,61.60000000000001,10.75,4.5,0.0,30.80000000000001,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at Mont Kiara Premium during morning, forecast demand range is 8–63 units with median 42. Recommended prep is 45 units. Expected waste is about 10.8 units and expected stockout is about 4.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_142,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,traditional_baguette,Traditional Baguette,Bread,evening,52,76,117,80,above_p50_service_protection,32.025,9.0,9.25,0.0,23.625000000000007,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure,high_uncertainty","For Traditional Baguette at Mont Kiara Premium during evening, forecast demand range is 52–117 units with median 76. Recommended prep is 80 units. Expected waste is about 9.0 units and expected stockout is about 9.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_143,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,traditional_baguette,Traditional Baguette,Bread,midday,106,129,159,130,above_p50_service_protection,24.324999999999996,6.5,7.25,0.0,16.625000000000014,clear,0.0,28.4,"weekend_pattern,recent_waste_pressure","For Traditional Baguette at Mont Kiara Premium during midday, forecast demand range is 106–159 units with median 129. Recommended prep is 130 units. Expected waste is about 6.5 units and expected stockout is about 7.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_144,2022-10-01,mont_kiara_premium,Mont Kiara Premium,premium_residential,traditional_baguette,Traditional Baguette,Bread,morning,147,184,235,190,above_p50_service_protection,42.875,13.75,11.25,0.0,30.625,clear,0.0,28.4,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure","For Traditional Baguette at Mont Kiara Premium during morning, forecast demand range is 147–235 units with median 184. Recommended prep is 190 units. Expected waste is about 13.8 units and expected stockout is about 11.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_145,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,blueberry_muffin,Blueberry Muffin,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure","For Blueberry Muffin at Subang Residential during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_146,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,blueberry_muffin,Blueberry Muffin,Dessert,midday,0,0,1,0,conservative_low_prep,1.125,0.0,0.25,0.0,16.125,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure","For Blueberry Muffin at Subang Residential during midday, forecast demand range is 0–1 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_147,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,blueberry_muffin,Blueberry Muffin,Dessert,morning,0,1,4,6,high_service_p90_prep,13.5,4.5,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure","For Blueberry Muffin at Subang Residential during morning, forecast demand range is 0–4 units with median 1. Recommended prep is 6 units. Expected waste is about 4.5 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_148,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,brioche,Brioche,Pastry,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Brioche at Subang Residential during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
